[I 2023-12-19 20:39:37,714] A new study created in memory with name: no-name-e374f74d-06ae-4cdd-9ac2-b7a206e8c3f2
2023-12-19 20:39:42.134588: W external/xla/xla/service/gpu/nvptx_compiler.cc:698] The NVIDIA driver's CUDA version is 12.0 which is older than the ptxas CUDA version (12.3.103). Because the driver is older than the ptxas version, XLA is disabling parallel compilation, which may slow down compilation. You should update your NVIDIA driver or use the NVIDIA-provided CUDA forward compatibility packages.
[I 2023-12-19 20:42:38,581] Trial 0 finished with value: 0.9333333333333332 and parameters: {'learning_rate': 0.00031489116479568613, 'batch_size': 8, 'embed_dim': 32, 'depth': 6}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:43:33,201] Trial 1 finished with value: 0.85 and parameters: {'learning_rate': 3.613894271216525e-05, 'batch_size': 64, 'embed_dim': 128, 'depth': 3}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:43:53,757] Trial 2 finished with value: 0.32814526359240215 and parameters: {'learning_rate': 1.3726318898045866e-05, 'batch_size': 1028, 'embed_dim': 16, 'depth': 6}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:44:07,402] Trial 3 finished with value: 0.8291666666666666 and parameters: {'learning_rate': 0.00026730883107816685, 'batch_size': 256, 'embed_dim': 16, 'depth': 3}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:45:04,584] Trial 4 finished with value: 0.834375 and parameters: {'learning_rate': 0.00017535949529764417, 'batch_size': 64, 'embed_dim': 16, 'depth': 6}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:45:25,228] Trial 5 finished with value: 0.8548177083333333 and parameters: {'learning_rate': 9.935023909063687e-05, 'batch_size': 512, 'embed_dim': 128, 'depth': 2}. Best is trial 0 with value: 0.9333333333333332.
1: Train Metrics(loss=0.6476299166679382, accuracy=0.875), Test Metrics(loss=0.5396900773048401, accuracy=0.75)
9: Train Metrics(loss=0.1173434928059578, accuracy=0.9375), Test Metrics(loss=0.1364608258008957, accuracy=0.9375)
10: Train Metrics(loss=0.2753720283508301, accuracy=0.9375), Test Metrics(loss=0.2266557365655899, accuracy=0.9375)
1: Train Metrics(loss=0.3731718361377716, accuracy=0.875), Test Metrics(loss=0.39655381441116333, accuracy=0.8125)
2: Train Metrics(loss=0.24744997918605804, accuracy=0.9375), Test Metrics(loss=0.027604643255472183, accuracy=1.0)
3: Train Metrics(loss=0.4230409860610962, accuracy=0.75), Test Metrics(loss=0.2411263883113861, accuracy=0.875)
4: Train Metrics(loss=0.392250657081604, accuracy=0.8125), Test Metrics(loss=0.3778913617134094, accuracy=0.8125)
5: Train Metrics(loss=0.45582079887390137, accuracy=0.875), Test Metrics(loss=0.39414966106414795, accuracy=0.875)
6: Train Metrics(loss=0.4201827645301819, accuracy=0.9375), Test Metrics(loss=0.22354106605052948, accuracy=0.9375)
7: Train Metrics(loss=0.28995048999786377, accuracy=0.9375), Test Metrics(loss=0.4999968111515045, accuracy=0.75)
8: Train Metrics(loss=0.5574889183044434, accuracy=0.8125), Test Metrics(loss=0.11931945383548737, accuracy=0.9375)
9: Train Metrics(loss=0.04506820812821388, accuracy=1.0), Test Metrics(loss=0.05555468052625656, accuracy=1.0)
10: Train Metrics(loss=0.1710880696773529, accuracy=0.9375), Test Metrics(loss=0.14772148430347443, accuracy=0.9375)
1: Train Metrics(loss=0.5228365659713745, accuracy=0.8203125), Test Metrics(loss=0.6249713897705078, accuracy=0.77734375)
2: Train Metrics(loss=0.40411093831062317, accuracy=0.859375), Test Metrics(loss=0.6097612380981445, accuracy=0.80859375)
3: Train Metrics(loss=0.42680805921554565, accuracy=0.859375), Test Metrics(loss=0.4433092176914215, accuracy=0.859375)
4: Train Metrics(loss=0.27234792709350586, accuracy=0.90625), Test Metrics(loss=0.29213976860046387, accuracy=0.8984375)
5: Train Metrics(loss=0.3650404214859009, accuracy=0.87109375), Test Metrics(loss=0.2963070869445801, accuracy=0.89453125)
6: Train Metrics(loss=0.2930675446987152, accuracy=0.91015625), Test Metrics(loss=0.39420562982559204, accuracy=0.8828125)
7: Train Metrics(loss=0.2728091776371002, accuracy=0.921875), Test Metrics(loss=0.2624233663082123, accuracy=0.91796875)
8: Train Metrics(loss=0.24865883588790894, accuracy=0.9296875), Test Metrics(loss=0.3630326986312866, accuracy=0.8828125)
9: Train Metrics(loss=0.22403937578201294, accuracy=0.9296875), Test Metrics(loss=0.3345680832862854, accuracy=0.89453125)
10: Train Metrics(loss=0.24221709370613098, accuracy=0.9140625), Test Metrics(loss=0.28571420907974243, accuracy=0.90625)
1: Train Metrics(loss=0.6961791515350342, accuracy=0.6875), Test Metrics(loss=0.8753541707992554, accuracy=0.6875)
2: Train Metrics(loss=0.37698042392730713, accuracy=0.8125), Test Metrics(loss=0.0948863998055458, accuracy=1.0)
3: Train Metrics(loss=0.34866368770599365, accuracy=0.875), Test Metrics(loss=0.26349636912345886, accuracy=0.875)
4: Train Metrics(loss=0.5728915333747864, accuracy=0.6875), Test Metrics(loss=0.7291989326477051, accuracy=0.75)
5: Train Metrics(loss=0.625390350818634, accuracy=0.8125), Test Metrics(loss=0.4479612112045288, accuracy=0.8125)
6: Train Metrics(loss=0.37816888093948364, accuracy=0.9375), Test Metrics(loss=0.21773019433021545, accuracy=0.9375)
7: Train Metrics(loss=0.24202775955200195, accuracy=0.9375), Test Metrics(loss=0.8145333528518677, accuracy=0.8125)
8: Train Metrics(loss=0.6560314893722534, accuracy=0.8125), Test Metrics(loss=0.39017271995544434, accuracy=0.875)
9: Train Metrics(loss=0.2811990976333618, accuracy=0.875), Test Metrics(loss=0.2823333442211151, accuracy=0.8125)
10: Train Metrics(loss=0.26736587285995483, accuracy=0.875), Test Metrics(loss=0.11981325596570969, accuracy=0.9375)
1: Train Metrics(loss=1.249542236328125, accuracy=0.59765625), Test Metrics(loss=1.1955361366271973, accuracy=0.625)
2: Train Metrics(loss=0.8387033939361572, accuracy=0.71484375), Test Metrics(loss=0.8317543268203735, accuracy=0.724609375)
3: Train Metrics(loss=0.7440621852874756, accuracy=0.76953125), Test Metrics(loss=0.8315384387969971, accuracy=0.716796875)
4: Train Metrics(loss=0.6092329025268555, accuracy=0.806640625), Test Metrics(loss=0.666053056716919, accuracy=0.77734375)
5: Train Metrics(loss=0.5881422758102417, accuracy=0.818359375), Test Metrics(loss=0.5906362533569336, accuracy=0.796875)
6: Train Metrics(loss=0.5355415344238281, accuracy=0.828125), Test Metrics(loss=0.5533649921417236, accuracy=0.830078125)
7: Train Metrics(loss=0.46251752972602844, accuracy=0.83984375), Test Metrics(loss=0.5973340272903442, accuracy=0.78515625)
8: Train Metrics(loss=0.44230973720550537, accuracy=0.859375), Test Metrics(loss=0.5168014168739319, accuracy=0.826171875)
9: Train Metrics(loss=0.49242642521858215, accuracy=0.845703125), Test Metrics(loss=0.5087127685546875, accuracy=0.845703125)
10: Train Metrics(loss=0.4425164759159088, accuracy=0.865234375), Test Metrics(loss=0.5371677875518799, accuracy=0.82421875)
1: Train Metrics(loss=0.5470626950263977, accuracy=0.78125), Test Metrics(loss=0.5693132281303406, accuracy=0.78125)
2: Train Metrics(loss=0.3506186604499817, accuracy=0.859375), Test Metrics(loss=0.3652878403663635, accuracy=0.90625)
3: Train Metrics(loss=0.22367510199546814, accuracy=0.921875), Test Metrics(loss=0.4562101364135742, accuracy=0.8125)
4: Train Metrics(loss=0.3673407733440399, accuracy=0.890625), Test Metrics(loss=0.3607979416847229, accuracy=0.875)
5: Train Metrics(loss=0.31634998321533203, accuracy=0.890625), Test Metrics(loss=0.3180950880050659, accuracy=0.90625)
6: Train Metrics(loss=0.21149170398712158, accuracy=0.90625), Test Metrics(loss=0.17891937494277954, accuracy=0.921875)
7: Train Metrics(loss=0.25685256719589233, accuracy=0.90625), Test Metrics(loss=0.5524170398712158, accuracy=0.875)
8: Train Metrics(loss=0.26403144001960754, accuracy=0.921875), Test Metrics(loss=0.18427999317646027, accuracy=0.921875)
9: Train Metrics(loss=0.3399481177330017, accuracy=0.90625), Test Metrics(loss=0.3075048327445984, accuracy=0.890625)
10: Train Metrics(loss=0.09497713297605515, accuracy=0.984375), Test Metrics(loss=0.2861954867839813, accuracy=0.921875)
1: Train Metrics(loss=2.3015384674072266, accuracy=0.09435797482728958), Test Metrics(loss=2.293839454650879, accuracy=0.100194551050663)
2: Train Metrics(loss=2.2736611366271973, accuracy=0.10603112727403641), Test Metrics(loss=2.2554337978363037, accuracy=0.12159533053636551)
3: Train Metrics(loss=2.0156774520874023, accuracy=0.25486379861831665), Test Metrics(loss=2.00063157081604, accuracy=0.2587548494338989)
4: Train Metrics(loss=2.019969940185547, accuracy=0.2558365762233734), Test Metrics(loss=2.027156114578247, accuracy=0.26459142565727234)
5: Train Metrics(loss=1.983591079711914, accuracy=0.25778210163116455), Test Metrics(loss=1.9837268590927124, accuracy=0.2470817118883133)
6: Train Metrics(loss=2.316363573074341, accuracy=0.1750972718000412), Test Metrics(loss=2.2992897033691406, accuracy=0.1906614750623703)
7: Train Metrics(loss=2.0034749507904053, accuracy=0.2441634237766266), Test Metrics(loss=1.9839671850204468, accuracy=0.26361867785453796)
8: Train Metrics(loss=2.104970932006836, accuracy=0.21303501725196838), Test Metrics(loss=2.041455030441284, accuracy=0.2441634237766266)
9: Train Metrics(loss=2.053298234939575, accuracy=0.26459142565727234), Test Metrics(loss=2.0525174140930176, accuracy=0.2529182732105255)
10: Train Metrics(loss=2.0417957305908203, accuracy=0.2850194573402405), Test Metrics(loss=2.04653263092041, accuracy=0.25778210163116455)
1: Train Metrics(loss=0.34230464696884155, accuracy=0.9375), Test Metrics(loss=0.7397506237030029, accuracy=0.875)
2: Train Metrics(loss=0.32398808002471924, accuracy=0.9375), Test Metrics(loss=0.10367847979068756, accuracy=0.9375)
3: Train Metrics(loss=0.21474850177764893, accuracy=0.9375), Test Metrics(loss=0.2167358696460724, accuracy=0.875)
[I 2023-12-19 21:37:20,332] Trial 41 finished with value: 0.9458333333333333 and parameters: {'learning_rate': 0.00017986490093289034, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:38:59,044] Trial 42 finished with value: 0.9458333333333333 and parameters: {'learning_rate': 0.00017894528873763804, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:40:38,119] Trial 43 finished with value: 0.8916666666666666 and parameters: {'learning_rate': 5.651952306728337e-05, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:42:18,157] Trial 44 finished with value: 0.7791666666666666 and parameters: {'learning_rate': 1.0181624196899959e-05, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:42:25,200] Trial 45 finished with value: 0.6518229166666667 and parameters: {'learning_rate': 9.13212733191968e-05, 'batch_size': 512, 'embed_dim': 16, 'depth': 1}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:43:19,913] Trial 46 finished with value: 0.7291666666666666 and parameters: {'learning_rate': 0.0007255943053477561, 'batch_size': 128, 'embed_dim': 256, 'depth': 5}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:44:33,291] Trial 47 finished with value: 0.7708333333333333 and parameters: {'learning_rate': 2.042098960402426e-05, 'batch_size': 16, 'embed_dim': 16, 'depth': 4}. Best is trial 31 with value: 0.9749999999999999.
4: Train Metrics(loss=0.29917481541633606, accuracy=0.9375), Test Metrics(loss=0.34598633646965027, accuracy=0.875)
5: Train Metrics(loss=0.29025012254714966, accuracy=0.875), Test Metrics(loss=0.4162614345550537, accuracy=0.875)
6: Train Metrics(loss=0.45874181389808655, accuracy=0.9375), Test Metrics(loss=0.35094815492630005, accuracy=0.875)
7: Train Metrics(loss=0.2620700001716614, accuracy=0.9375), Test Metrics(loss=0.5420780181884766, accuracy=0.8125)
8: Train Metrics(loss=0.6986932158470154, accuracy=0.8125), Test Metrics(loss=0.12032706290483475, accuracy=1.0)
9: Train Metrics(loss=0.27264028787612915, accuracy=0.8125), Test Metrics(loss=0.13306930661201477, accuracy=1.0)
10: Train Metrics(loss=0.3648783266544342, accuracy=0.8125), Test Metrics(loss=0.1351035088300705, accuracy=0.9375)
1: Train Metrics(loss=0.34450674057006836, accuracy=0.9375), Test Metrics(loss=0.7439047694206238, accuracy=0.875)
2: Train Metrics(loss=0.3260006606578827, accuracy=0.9375), Test Metrics(loss=0.10039634257555008, accuracy=0.9375)
3: Train Metrics(loss=0.21533852815628052, accuracy=0.9375), Test Metrics(loss=0.2127268761396408, accuracy=0.875)
4: Train Metrics(loss=0.30324724316596985, accuracy=0.9375), Test Metrics(loss=0.3520885109901428, accuracy=0.875)
5: Train Metrics(loss=0.2882680892944336, accuracy=0.875), Test Metrics(loss=0.4201715588569641, accuracy=0.875)
6: Train Metrics(loss=0.4846440255641937, accuracy=0.9375), Test Metrics(loss=0.3512114882469177, accuracy=0.875)
7: Train Metrics(loss=0.26263728737831116, accuracy=0.9375), Test Metrics(loss=0.5700747966766357, accuracy=0.8125)
8: Train Metrics(loss=0.7040009498596191, accuracy=0.8125), Test Metrics(loss=0.12383098155260086, accuracy=1.0)
9: Train Metrics(loss=0.2845463752746582, accuracy=0.8125), Test Metrics(loss=0.13686010241508484, accuracy=1.0)
10: Train Metrics(loss=0.3970593214035034, accuracy=0.8125), Test Metrics(loss=0.14456269145011902, accuracy=0.9375)
1: Train Metrics(loss=0.6089311838150024, accuracy=0.875), Test Metrics(loss=1.2696833610534668, accuracy=0.5625)
2: Train Metrics(loss=0.4456002116203308, accuracy=0.875), Test Metrics(loss=0.2328001856803894, accuracy=0.9375)
3: Train Metrics(loss=0.4778860807418823, accuracy=0.75), Test Metrics(loss=0.391959547996521, accuracy=0.875)
4: Train Metrics(loss=0.5602542161941528, accuracy=0.8125), Test Metrics(loss=0.35607972741127014, accuracy=0.8125)
5: Train Metrics(loss=0.5651735663414001, accuracy=0.875), Test Metrics(loss=0.6708000302314758, accuracy=0.75)
6: Train Metrics(loss=0.44005686044692993, accuracy=0.9375), Test Metrics(loss=0.340893030166626, accuracy=0.875)
7: Train Metrics(loss=0.4785270094871521, accuracy=0.875), Test Metrics(loss=0.5336931943893433, accuracy=0.9375)
8: Train Metrics(loss=0.6592410802841187, accuracy=0.8125), Test Metrics(loss=0.3254747986793518, accuracy=0.8125)
9: Train Metrics(loss=0.4919559955596924, accuracy=0.75), Test Metrics(loss=0.4662909209728241, accuracy=0.875)
10: Train Metrics(loss=0.4477808475494385, accuracy=0.8125), Test Metrics(loss=0.12748028337955475, accuracy=0.9375)
1: Train Metrics(loss=1.3947758674621582, accuracy=0.5625), Test Metrics(loss=1.6202096939086914, accuracy=0.375)
2: Train Metrics(loss=1.202962875366211, accuracy=0.6875), Test Metrics(loss=0.7545973062515259, accuracy=0.875)
3: Train Metrics(loss=1.0702223777770996, accuracy=0.6875), Test Metrics(loss=1.106551170349121, accuracy=0.625)
4: Train Metrics(loss=1.0100443363189697, accuracy=0.6875), Test Metrics(loss=1.011970043182373, accuracy=0.625)
5: Train Metrics(loss=0.9190545082092285, accuracy=0.6875), Test Metrics(loss=1.3032312393188477, accuracy=0.5)
6: Train Metrics(loss=1.0714731216430664, accuracy=0.6875), Test Metrics(loss=0.8449038863182068, accuracy=0.8125)
7: Train Metrics(loss=0.6363763213157654, accuracy=0.8125), Test Metrics(loss=0.9409830570220947, accuracy=0.75)
8: Train Metrics(loss=1.0962011814117432, accuracy=0.75), Test Metrics(loss=0.8984705209732056, accuracy=0.6875)
9: Train Metrics(loss=0.8233861923217773, accuracy=0.625), Test Metrics(loss=0.8268107175827026, accuracy=0.8125)
10: Train Metrics(loss=0.6544740200042725, accuracy=0.8125), Test Metrics(loss=0.3648231327533722, accuracy=0.8125)
1: Train Metrics(loss=2.271080493927002, accuracy=0.1015625), Test Metrics(loss=2.2731242179870605, accuracy=0.11328125)
2: Train Metrics(loss=1.9717457294464111, accuracy=0.341796875), Test Metrics(loss=1.9921300411224365, accuracy=0.330078125)
3: Train Metrics(loss=1.555835247039795, accuracy=0.470703125), Test Metrics(loss=1.6901309490203857, accuracy=0.447265625)
4: Train Metrics(loss=1.3892631530761719, accuracy=0.55859375), Test Metrics(loss=1.509533166885376, accuracy=0.49609375)
5: Train Metrics(loss=1.3249170780181885, accuracy=0.5703125), Test Metrics(loss=1.2604619264602661, accuracy=0.591796875)
6: Train Metrics(loss=1.2417503595352173, accuracy=0.638671875), Test Metrics(loss=1.1932265758514404, accuracy=0.63671875)
7: Train Metrics(loss=1.1836254596710205, accuracy=0.609375), Test Metrics(loss=1.1754415035247803, accuracy=0.642578125)
8: Train Metrics(loss=1.167204737663269, accuracy=0.62109375), Test Metrics(loss=1.1239793300628662, accuracy=0.6484375)
9: Train Metrics(loss=1.1394469738006592, accuracy=0.650390625), Test Metrics(loss=1.0721535682678223, accuracy=0.662109375)
10: Train Metrics(loss=1.0671402215957642, accuracy=0.677734375), Test Metrics(loss=1.0508493185043335, accuracy=0.65234375)
1: Train Metrics(loss=0.48760557174682617, accuracy=0.828125), Test Metrics(loss=0.5750355124473572, accuracy=0.796875)
2: Train Metrics(loss=0.5819286108016968, accuracy=0.7890625), Test Metrics(loss=0.6389553546905518, accuracy=0.8046875)
3: Train Metrics(loss=0.6844408512115479, accuracy=0.78125), Test Metrics(loss=0.6668684482574463, accuracy=0.796875)
4: Train Metrics(loss=0.5281665921211243, accuracy=0.8046875), Test Metrics(loss=0.5941737294197083, accuracy=0.8125)
5: Train Metrics(loss=0.6122778654098511, accuracy=0.796875), Test Metrics(loss=0.6602286696434021, accuracy=0.7890625)
6: Train Metrics(loss=0.587027370929718, accuracy=0.796875), Test Metrics(loss=0.6307359933853149, accuracy=0.796875)
7: Train Metrics(loss=0.6743022203445435, accuracy=0.7734375), Test Metrics(loss=0.7202929258346558, accuracy=0.734375)
8: Train Metrics(loss=0.9459657669067383, accuracy=0.6328125), Test Metrics(loss=0.8672193288803101, accuracy=0.7109375)
9: Train Metrics(loss=0.8763611912727356, accuracy=0.65625), Test Metrics(loss=0.7391068339347839, accuracy=0.765625)
10: Train Metrics(loss=0.7581585645675659, accuracy=0.71875), Test Metrics(loss=0.9010146856307983, accuracy=0.6953125)
1: Train Metrics(loss=1.262483835220337, accuracy=0.625), Test Metrics(loss=1.5685080289840698, accuracy=0.5625)
2: Train Metrics(loss=0.9677910804748535, accuracy=0.6875), Test Metrics(loss=0.6820578575134277, accuracy=0.8125)
3: Train Metrics(loss=0.7829312086105347, accuracy=0.8125), Test Metrics(loss=0.7186324596405029, accuracy=0.8125)
4: Train Metrics(loss=0.8866745829582214, accuracy=0.75), Test Metrics(loss=0.695664644241333, accuracy=0.8125)
5: Train Metrics(loss=0.7238180637359619, accuracy=0.75), Test Metrics(loss=1.0255229473114014, accuracy=0.5)
6: Train Metrics(loss=0.5628944635391235, accuracy=0.9375), Test Metrics(loss=0.7302711009979248, accuracy=0.75)
7: Train Metrics(loss=0.3999992907047272, accuracy=0.875), Test Metrics(loss=0.7931003570556641, accuracy=0.8125)
8: Train Metrics(loss=0.9275482892990112, accuracy=0.8125), Test Metrics(loss=0.8310750722885132, accuracy=0.6875)
9: Train Metrics(loss=0.8823572397232056, accuracy=0.6875), Test Metrics(loss=0.6667963862419128, accuracy=0.6875)
10: Train Metrics(loss=0.7798994779586792, accuracy=0.75), Test Metrics(loss=0.247511088848114, accuracy=0.875)
1: Train Metrics(loss=0.39006802439689636, accuracy=0.875), Test Metrics(loss=0.48553353548049927, accuracy=0.78125)
2: Train Metrics(loss=0.13585112988948822, accuracy=1.0), Test Metrics(loss=0.24069064855575562, accuracy=0.90625)
3: Train Metrics(loss=0.25881069898605347, accuracy=0.90625), Test Metrics(loss=0.3570559620857239, accuracy=0.84375)
[I 2023-12-19 21:46:35,266] Trial 48 finished with value: 0.8979166666666667 and parameters: {'learning_rate': 0.00016777388343656047, 'batch_size': 32, 'embed_dim': 128, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:48:13,657] Trial 49 finished with value: 0.9416666666666667 and parameters: {'learning_rate': 0.00034409063319224486, 'batch_size': 16, 'embed_dim': 64, 'depth': 5}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:49:50,336] Trial 50 finished with value: 0.7375 and parameters: {'learning_rate': 3.57764083720405e-05, 'batch_size': 16, 'embed_dim': 8, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:51:29,500] Trial 51 finished with value: 0.95 and parameters: {'learning_rate': 0.00022664647262322105, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:51:45,364] Trial 52 finished with value: 0.8516861160596212 and parameters: {'learning_rate': 0.000524500340907333, 'batch_size': 1028, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:53:25,159] Trial 53 finished with value: 0.9 and parameters: {'learning_rate': 0.0023755641708784253, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:55:03,736] Trial 54 finished with value: 0.9416666666666667 and parameters: {'learning_rate': 0.00023702271187416826, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
4: Train Metrics(loss=0.3783789277076721, accuracy=0.875), Test Metrics(loss=0.37276411056518555, accuracy=0.84375)
5: Train Metrics(loss=0.4489712417125702, accuracy=0.84375), Test Metrics(loss=0.21944072842597961, accuracy=0.96875)
6: Train Metrics(loss=0.1699790060520172, accuracy=0.96875), Test Metrics(loss=0.22043895721435547, accuracy=0.9375)
7: Train Metrics(loss=0.13348636031150818, accuracy=0.96875), Test Metrics(loss=0.2458987832069397, accuracy=0.9375)
8: Train Metrics(loss=0.275748610496521, accuracy=0.90625), Test Metrics(loss=0.3862626552581787, accuracy=0.9375)
9: Train Metrics(loss=0.33281567692756653, accuracy=0.875), Test Metrics(loss=0.2970404028892517, accuracy=0.90625)
10: Train Metrics(loss=0.19822512567043304, accuracy=0.9375), Test Metrics(loss=0.3938571810722351, accuracy=0.84375)
1: Train Metrics(loss=0.540181040763855, accuracy=0.875), Test Metrics(loss=0.8533499240875244, accuracy=0.75)
2: Train Metrics(loss=0.26607394218444824, accuracy=0.875), Test Metrics(loss=0.06581061333417892, accuracy=1.0)
3: Train Metrics(loss=0.23066091537475586, accuracy=0.875), Test Metrics(loss=0.12220250070095062, accuracy=1.0)
4: Train Metrics(loss=0.49873781204223633, accuracy=0.75), Test Metrics(loss=0.22014503180980682, accuracy=1.0)
5: Train Metrics(loss=0.5350630879402161, accuracy=0.875), Test Metrics(loss=0.27018287777900696, accuracy=0.875)
6: Train Metrics(loss=0.29422491788864136, accuracy=0.9375), Test Metrics(loss=0.13986113667488098, accuracy=0.9375)
7: Train Metrics(loss=0.24720831215381622, accuracy=0.9375), Test Metrics(loss=0.4326419234275818, accuracy=0.875)
8: Train Metrics(loss=0.5204475522041321, accuracy=0.9375), Test Metrics(loss=0.08960951864719391, accuracy=1.0)
9: Train Metrics(loss=0.2732824385166168, accuracy=0.875), Test Metrics(loss=0.06776343286037445, accuracy=0.9375)
10: Train Metrics(loss=0.14161022007465363, accuracy=1.0), Test Metrics(loss=0.09893248230218887, accuracy=0.9375)
1: Train Metrics(loss=1.7727041244506836, accuracy=0.25), Test Metrics(loss=1.7485849857330322, accuracy=0.375)
2: Train Metrics(loss=1.8264039754867554, accuracy=0.3125), Test Metrics(loss=0.828643262386322, accuracy=0.9375)
3: Train Metrics(loss=1.3216149806976318, accuracy=0.6875), Test Metrics(loss=1.1769897937774658, accuracy=0.5)
4: Train Metrics(loss=1.606756567955017, accuracy=0.5625), Test Metrics(loss=1.2013269662857056, accuracy=0.5625)
5: Train Metrics(loss=0.7712308764457703, accuracy=0.75), Test Metrics(loss=1.1862223148345947, accuracy=0.5)
6: Train Metrics(loss=1.3502626419067383, accuracy=0.5625), Test Metrics(loss=0.978614330291748, accuracy=0.625)
7: Train Metrics(loss=0.677432656288147, accuracy=0.8125), Test Metrics(loss=1.3065932989120483, accuracy=0.5625)
8: Train Metrics(loss=1.0291500091552734, accuracy=0.8125), Test Metrics(loss=0.9539507627487183, accuracy=0.625)
9: Train Metrics(loss=0.8273259401321411, accuracy=0.625), Test Metrics(loss=0.9363869428634644, accuracy=0.6875)
10: Train Metrics(loss=0.8919362425804138, accuracy=0.625), Test Metrics(loss=0.4399380087852478, accuracy=0.9375)
1: Train Metrics(loss=0.3663797974586487, accuracy=0.9375), Test Metrics(loss=0.7716565132141113, accuracy=0.8125)
2: Train Metrics(loss=0.21783816814422607, accuracy=0.9375), Test Metrics(loss=0.09758996963500977, accuracy=0.9375)
3: Train Metrics(loss=0.23470905423164368, accuracy=0.875), Test Metrics(loss=0.21272800862789154, accuracy=0.9375)
4: Train Metrics(loss=0.19833333790302277, accuracy=1.0), Test Metrics(loss=0.47187936305999756, accuracy=0.875)
5: Train Metrics(loss=0.39726972579956055, accuracy=0.875), Test Metrics(loss=0.6155518293380737, accuracy=0.75)
6: Train Metrics(loss=0.5311385989189148, accuracy=0.875), Test Metrics(loss=0.2898211181163788, accuracy=0.875)
7: Train Metrics(loss=0.3831207752227783, accuracy=0.875), Test Metrics(loss=0.4040994346141815, accuracy=0.875)
8: Train Metrics(loss=0.4671138823032379, accuracy=0.875), Test Metrics(loss=0.24579572677612305, accuracy=0.875)
9: Train Metrics(loss=0.162281334400177, accuracy=1.0), Test Metrics(loss=0.1078605055809021, accuracy=1.0)
10: Train Metrics(loss=0.32493603229522705, accuracy=0.8125), Test Metrics(loss=0.07479829341173172, accuracy=1.0)
1: Train Metrics(loss=1.3915648460388184, accuracy=0.5865758657455444), Test Metrics(loss=1.3845397233963013, accuracy=0.5642023086547852)
2: Train Metrics(loss=1.0174261331558228, accuracy=0.6994163393974304), Test Metrics(loss=0.9677557945251465, accuracy=0.7247081995010376)
3: Train Metrics(loss=0.8120312094688416, accuracy=0.7733463048934937), Test Metrics(loss=0.7803082466125488, accuracy=0.7616731524467468)
4: Train Metrics(loss=0.6817168593406677, accuracy=0.7889105081558228), Test Metrics(loss=0.6835189461708069, accuracy=0.8054474592208862)
5: Train Metrics(loss=0.5899900197982788, accuracy=0.8317120671272278), Test Metrics(loss=0.5822628736495972, accuracy=0.8346303701400757)
6: Train Metrics(loss=0.6022124886512756, accuracy=0.8044747114181519), Test Metrics(loss=0.5820990800857544, accuracy=0.8346303701400757)
7: Train Metrics(loss=0.6090037822723389, accuracy=0.8054474592208862), Test Metrics(loss=0.576905369758606, accuracy=0.8326848149299622)
8: Train Metrics(loss=0.4918135702610016, accuracy=0.8365758657455444), Test Metrics(loss=0.501817524433136, accuracy=0.8560311198234558)
9: Train Metrics(loss=0.5157226920127869, accuracy=0.8531128168106079), Test Metrics(loss=0.4666071832180023, accuracy=0.8531128168106079)
10: Train Metrics(loss=0.4823063910007477, accuracy=0.8463035225868225), Test Metrics(loss=0.4720892906188965, accuracy=0.8589494228363037)
1: Train Metrics(loss=0.29482710361480713, accuracy=0.875), Test Metrics(loss=0.38480451703071594, accuracy=0.875)
2: Train Metrics(loss=0.2787504196166992, accuracy=0.875), Test Metrics(loss=0.08019483089447021, accuracy=1.0)
3: Train Metrics(loss=0.2748349905014038, accuracy=0.9375), Test Metrics(loss=0.22501781582832336, accuracy=0.9375)
4: Train Metrics(loss=0.34521323442459106, accuracy=0.875), Test Metrics(loss=0.21762576699256897, accuracy=0.9375)
